ic_id,primary_alias,aliases,decision,evidence_count,clean_candidate,admitted_clean,strict_lemma_seed,typed_sense_seed,resolver_id,longman,ogden,high_frequency,early_aoa,high_concreteness,frequency,age_of_acquisition,concreteness,sense_count,tag_counts,fired_rules,flags
ic:unattackable,unattackable,unattackable,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:unattainable,unattainable,unattainable,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.7068074901152777,11.11,1.73,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:unattainableness,unattainableness,unattainableness,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:unattainably,unattainably,unattainably,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,1.71,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa
ic:unattended,unattended,unattended,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,3.007837485779259,9.8,2.92,3,"{""lexical-word"": 3}",r_admit_lexical,
ic:unattired,unattired,unattired,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:unattractive,unattractive,unattractive,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,3.260317090698395,8.21,2.04,3,"{""lexical-word"": 3}",r_admit_lexical,
ic:unattractively,unattractively,unattractively,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,1.86,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa
ic:unattractiveness,unattractiveness,unattractiveness,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,2.22,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa
ic:unattributable,unattributable,unattributable,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:unau,unau,unau,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,2,"{""lexical-word"": 2}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:unauthorised,unauthorised,unauthorised;unauthorized,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,3.3673811035369905,10.28,2.48,4,"{""lexical-word"": 4}",r_admit_lexical,
ic:unavailability,unavailability,unavailability,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.7689553968641223,9.72,2.07,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:unavailable,unavailable,unavailable,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,3.3171400074092303,9.55,1.93,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:unavailing,unavailing,unavailing,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.8938941334724222,13.39,1.69,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:unavenged,unavenged,unavenged,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.0699853925281033,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_aoa;missing_concreteness
ic:unavoidability,unavoidability,unavoidability,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:unavoidable,unavoidable,unavoidable,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,3.084225831642714,8.32,1.64,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:unavoidably,unavoidably,unavoidably,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.437962177822698,,2.17,1,"{""lexical-word"": 1}",r_admit_lexical,missing_aoa
ic:unavowed,unavowed,unavowed,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.5928641378084412,,,3,"{""lexical-word"": 3}",r_admit_lexical,missing_aoa;missing_concreteness
ic:unawakened,unawakened,unawakened,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,2,"{""lexical-word"": 2}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:unaware,unaware,unaware,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,3.37461951246091,9.92,1.75,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:unawareness,unawareness,unawareness,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,1.74,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa
ic:unawares,unawares,unawares,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.437962177822698,,1.87,3,"{""lexical-word"": 3}",r_admit_lexical,missing_aoa
ic:unawed,unawed,unawed,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:unbacked,unbacked,unbacked,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:unbaffled,unbaffled,unbaffled,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:unbalance,unbalance,unbalance,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.136932182158717,8.11,2.46,4,"{""lexical-word"": 4}",r_admit_lexical,
ic:unbalanced,unbalanced,unbalanced,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.848136642911747,10.63,2.19,3,"{""lexical-word"": 3}",r_admit_lexical,
ic:unbalconied,unbalconied,unbalconied,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:unbanded,unbanded,unbanded,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:unbaptised,unbaptised,unbaptised;unbaptized,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.5928641378084412,,,2,"{""lexical-word"": 2}",r_admit_lexical,missing_aoa;missing_concreteness
ic:unbar,unbar,unbar,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:unbarred,unbarred,unbarred,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.5928641378084412,13.31,2.58,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:unbarreled,unbarreled,unbarreled;unbarrelled,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,2,"{""lexical-word"": 2}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:unbearable,unbearable,unbearable,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,3.405777494451297,10.2,2.0,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:unbearably,unbearably,unbearably,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.437962177822698,,2.23,1,"{""lexical-word"": 1}",r_admit_lexical,missing_aoa
ic:unbeatable,unbeatable,unbeatable,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.9046179988641954,7.56,1.73,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:unbeaten,unbeaten,unbeaten,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.136932182158717,9.89,2.42,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:unbecoming,unbecoming,unbecoming,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.8103480820223474,11.82,2.3,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:unbecomingly,unbecomingly,unbecomingly,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,2.0,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa
ic:unbecomingness,unbecomingness,unbecomingness,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,1.52,2,"{""lexical-word"": 2}",r_admit_lexical,missing_frequency;missing_aoa
ic:unbefitting,unbefitting,unbefitting,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.5928641378084412,13.84,1.48,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:unbeholden,unbeholden,unbeholden,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:unbeknown,unbeknown,unbeknown,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,1.96,2,"{""lexical-word"": 2}",r_admit_lexical,missing_frequency;missing_aoa
ic:unbeknownst,unbeknownst,unbeknownst,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.4959541248003845,,1.48,2,"{""lexical-word"": 2}",r_admit_lexical,missing_aoa
ic:unbelief,unbelief,unbelief,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.5928641378084412,9.75,1.56,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:unbelievable,unbelievable,unbelievable,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,4.46821483438773,8.3,1.54,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:unbelievably,unbelievably,unbelievably,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,3.34491258562788,,1.66,2,"{""lexical-word"": 2}",r_admit_lexical,missing_aoa
ic:unbelieving,unbelieving,unbelieving,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.0699853925281033,10.94,1.69,3,"{""lexical-word"": 3}",r_admit_lexical,
ic:unbelievingly,unbelievingly,unbelievingly,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,1.96,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa
ic:unbeloved,unbeloved,unbeloved,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:unbelt,unbelt,unbelt,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:unbelted,unbelted,unbelted,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:unbend,unbend,unbend,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.7689553968641223,8.22,3.27,6,"{""lexical-word"": 6}",r_admit_lexical,
ic:unbendable,unbendable,unbendable,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,2.79,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa
ic:unbeneficed,unbeneficed,unbeneficed,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:unbent,unbent,unbent,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.5928641378084412,,2.92,2,"{""lexical-word"": 2}",r_admit_lexical,missing_aoa
ic:unbiased,unbiased,unbiased;unbiassed,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.4959541248003845,13.56,2.07,4,"{""lexical-word"": 4}",r_admit_lexical,
ic:unbigoted,unbigoted,unbigoted,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,1.52,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa
ic:unbind,unbind,unbind,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.1949241291364032,11.59,3.62,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:unbitter,unbitter,unbitter,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:unbleached,unbleached,unbleached,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.7689553968641223,11.94,3.79,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:unblemished,unblemished,unblemished,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.3710153881920846,12.1,3.0,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:unblended,unblended,unblended,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.5928641378084412,10.47,2.56,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:unblessed,unblessed,unblessed,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.8938941334724222,9.28,1.37,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:unblinking,unblinking,unblinking,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.8938941334724222,10.16,3.04,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:unblinkingly,unblinkingly,unblinkingly,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,2.68,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa
ic:unblock,unblock,unblock,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.2460766515837847,9.05,3.0,3,"{""lexical-word"": 3}",r_admit_lexical,
ic:unbloody,unbloody,unbloody,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:unblushing,unblushing,unblushing,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,2.25,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa
ic:unblushingly,unblushingly,unblushingly,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,2.04,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa
ic:unbodied,unbodied,unbodied,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,2,"{""lexical-word"": 2}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:unbolt,unbolt,unbolt,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.7689553968641223,9.82,3.89,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:unbolted,unbolted,unbolted,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,3.32,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa
ic:unbooked,unbooked,unbooked,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.5928641378084412,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_aoa;missing_concreteness
ic:unbordered,unbordered,unbordered,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:unborn,unborn,unborn,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,3.3600200038906216,10.21,2.62,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:unbosom,unbosom,unbosom,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.5928641378084412,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_aoa;missing_concreteness
ic:unbound,unbound,unbound,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.4057774944512964,,2.63,3,"{""lexical-word"": 2, ""technical-term"": 1}",r_admit_lexical,missing_aoa
ic:unbounded,unbounded,unbounded,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.1949241291364032,10.53,2.33,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:unboundedness,unboundedness,unboundedness,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:unbowed,unbowed,unbowed,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.0699853925281033,12.12,2.58,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:unbox,unbox,unbox,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,2,"{""lexical-word"": 2}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:unbrace,unbrace,unbrace,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,3,"{""lexical-word"": 3}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:unbraced,unbraced,unbraced,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:unbraid,unbraid,unbraid,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.5928641378084412,9.11,3.89,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:unbranched,unbranched,unbranched,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:unbranching,unbranching,unbranching,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:unbranded,unbranded,unbranded,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,2.65,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa
ic:unbreakable,unbreakable,unbreakable,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.848136642911747,8.11,2.82,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:unbreakableness,unbreakableness,unbreakableness,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:unbridgeable,unbridgeable,unbridgeable,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.5928641378084412,11.88,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_concreteness
ic:unbridle,unbridle,unbridle,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,2.38,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa
ic:unbridled,unbridled,unbridled,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.7831958359787325,10.93,1.35,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:unbroken,unbroken,unbroken,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.614053436878379,7.94,3.37,5,"{""lexical-word"": 5}",r_admit_lexical,
ic:unbrushed,unbrushed,unbrushed,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:unbuckle,unbuckle,unbuckle,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.5705877430972888,6.06,3.59,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:unburden,unburden,unburden,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.3710153881920846,12.95,2.0,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:unburdened,unburdened,unburdened,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.0699853925281033,,2.17,2,"{""lexical-word"": 2}",r_admit_lexical,missing_aoa
ic:unburied,unburied,unburied,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.5928641378084412,8.5,3.43,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:unburnished,unburnished,unburnished,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:uncamphorated,uncamphorated,uncamphorated,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:uncannily,uncannily,uncannily,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.9908041464804787,,1.92,1,"{""lexical-word"": 1}",r_admit_lexical,missing_aoa
ic:uncanny,uncanny,uncanny,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,3.1783248673169417,12.5,1.63,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:uncapped,uncapped,uncapped,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.5928641378084412,,3.25,1,"{""lexical-word"": 1}",r_admit_lexical,missing_aoa
ic:uncarbonated,uncarbonated,uncarbonated,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:uncaring,uncaring,uncaring,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.4679254012001413,8.21,1.87,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:uncarpeted,uncarpeted,uncarpeted,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,3.84,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa
ic:uncarved,uncarved,uncarved,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:uncase,uncase,uncase,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.5928641378084412,11.06,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_concreteness
ic:uncastrated,uncastrated,uncastrated,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:uncategorised,uncategorised,uncategorised;uncategorized,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,1.96,2,"{""lexical-word"": 2}",r_admit_lexical,missing_frequency;missing_aoa
ic:uncaulked,uncaulked,uncaulked,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:uncaused,uncaused,uncaused,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:unceasing,unceasing,unceasing,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.2460766515837847,10.53,2.31,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:unceasingly,unceasingly,unceasingly,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.0699853925281033,,1.54,1,"{""lexical-word"": 1}",r_admit_lexical,missing_aoa
ic:uncensored,uncensored,uncensored,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.2460766515837847,11.76,2.1,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:unceremonial,unceremonial,unceremonial,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:unceremonious,unceremonious,unceremonious,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.136932182158717,14.74,1.75,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:unceremoniously,unceremoniously,unceremoniously,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.0699853925281033,,1.69,1,"{""lexical-word"": 1}",r_admit_lexical,missing_aoa
ic:unceremoniousness,unceremoniousness,unceremoniousness,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:uncertainly,uncertainly,uncertainly,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,1.96,2,"{""lexical-word"": 2}",r_admit_lexical,missing_frequency;missing_aoa
ic:uncertainness,uncertainness,uncertainness,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,1.75,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa
ic:uncertainty,uncertainty,uncertainty,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,3.136932182158717,12.25,1.75,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:uncertified,uncertified,uncertified,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,2.15,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa
ic:unchain,unchain,unchain,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.29183414214446,7.5,3.27,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:unchallengeable,unchallengeable,unchallengeable,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,1.81,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa
ic:unchallenged,unchallenged,unchallenged,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.4057774944512964,10.5,2.11,1,"{""lexical-word"": 1}",r_admit_lexical,
