sense_key,lemma_or_redacted,pos,gloss_or_elided,gold_lexicality,stratum,notes
oewn-tag__1.10.00..,tag,n,"a label written or printed on paper, cardboard, or plastic that is attached to something to indicate its owner, nature, price, etc.",symbol-code,short_token,short token not on whitelist
oewn-get__2.35.09..,get,v,"succeed in catching or seizing, especially after a chase",symbol-code,short_token,short token not on whitelist
oewn-bog__2.30.00..,bog,v,cause to slow down or get stuck,symbol-code,short_token,short token not on whitelist
oewn-gut__1.06.00..,gut,n,a strong cord made from the intestines of sheep and used in surgery,symbol-code,short_token,short token not on whitelist
oewn-set__5.00.00.hard.01,set,a,converted to solid form (as concrete),symbol-code,short_token,short token not on whitelist
oewn-nc__1.15.00..,NC,n,a state in southeastern United States; one of the original 13 colonies,symbol-code,short_token,short upper/mixed-case token (code)
oewn-cos__1.13.00..,cos,n,lettuce with long dark-green leaves in a loosely packed elongated head,symbol-code,short_token,short token not on whitelist
oewn-ply__1.06.01..,ply,n,one of the strands twisted together to make yarn or rope or thread; often used in combination,symbol-code,short_token,short token not on whitelist
oewn-aid__1.04.01..,aid,n,the work of providing treatment for or attending to someone or something,symbol-code,short_token,short token not on whitelist
oewn-mat__1.06.04..,mat,n,mounting consisting of a border or background for a picture,symbol-code,short_token,short token not on whitelist
oewn-4wd__1.06.01..,4WD,n,a motor vehicle with a four-wheel drive transmission system,symbol-code,short_token,short upper/mixed-case token (code)
oewn-get__2.29.11..,get,v,undergo (as of injuries and illnesses),symbol-code,short_token,short token not on whitelist
oewn-dog__1.06.01..,dog,n,metal supports for logs in a fireplace,symbol-code,short_token,short token not on whitelist
oewn-olm__1.05.00..,olm,n,European aquatic salamander with permanent external gills that lives in caves,symbol-code,short_token,short token not on whitelist
oewn-pad__1.27.01..,pad,n,a number of sheets of paper fastened together along one edge,symbol-code,short_token,short token not on whitelist
oewn-bag__1.04.00..,bag,n,an activity that you like or at which you are superior,symbol-code,short_token,short token not on whitelist
oewn-dollar_mark__1.10.00..,dollar mark,n,a mark ($) written before a number to indicate that it stands for the number of dollars,abbreviation,abbreviation,gloss: abbreviation/acronym cue
oewn-d.o.a.__5.00.00.dead.01,d.o.a.,a,abbreviation for ‘dead on arrival’ at the emergency room,abbreviation,abbreviation,gloss: abbreviation/acronym cue
oewn-apocope__1.10.00..,apocope,n,abbreviation of a word by omitting the final sound or sounds,abbreviation,abbreviation,gloss: abbreviation/acronym cue
oewn-for_short__4.02.00..,for short,r,as an abbreviation,abbreviation,abbreviation,gloss: abbreviation/acronym cue
oewn-et_aliae__4.02.00..,et aliae,r,and others (‘et al.’ is used as an abbreviation of ‘et alii’ (masculine plural) or ‘et aliae’ (feminine plural) or ‘et alia’ (neuter plural) when referring to a number of people),abbreviation,abbreviation,gloss: abbreviation/acronym cue
oewn-pelican_crossing__1.06.00..,pelican crossing,n,an acronym for pedestrian light control; a pedestrian crossing with traffic lights that are controlled by pedestrians,abbreviation,abbreviation,gloss: abbreviation/acronym cue
oewn-fortran__1.10.00..,FORTRAN,n,a high-level programing language for mathematical and scientific purposes; stands for formula translation,chemical,abbreviation,lemma is a chemical formula + chemistry gloss
oewn-hazmat__1.27.00..,hazmat,n,an abbreviation for ‘hazardous material’ used on warning signs,abbreviation,abbreviation,gloss: abbreviation/acronym cue
oewn-choc__1.13.00..,choc,n,colloquial British abbreviation,abbreviation,abbreviation,gloss: abbreviation/acronym cue
oewn-shorthand__1.10.00..,shorthand,n,a method of writing rapidly using an abbreviated symbolic system,abbreviation,abbreviation,gloss: abbreviation/acronym cue
oewn-elves__1.19.00..,elves,n,an acronym for emissions of light and very low frequency perturbations due to electromagnetic pulse sources; extremely bright extremely short (less than a msec) electrical flashes forming a huge ring (up to 400 km diameter) in the ionosphere,abbreviation,abbreviation,gloss: abbreviation/acronym cue
oewn-dpt_vaccine__1.06.00..,DPT vaccine,n,abbreviation for combination vaccine against diphtheria and pertussis (whooping cough) and tetanus toxoids; usually given in a series of injections in early childhood,abbreviation,abbreviation,gloss: abbreviation/acronym cue
oewn-boeing_b-52_stratofortress__1.06.01..,Boeing B-52 Stratofortress,n,United States military aircraft; B- stands for bomber,abbreviation,abbreviation,gloss: abbreviation/acronym cue
oewn-aqualung__1.06.00..,aqualung,n,a device (trade name Aqua-Lung) that lets divers breathe under water; scuba is an acronym for self-contained underwater breathing apparatus,abbreviation,abbreviation,gloss: abbreviation/acronym cue
oewn-et_alia__4.02.00..,et alia,r,and others (‘et al.’ is used as an abbreviation of ‘et alii’ (masculine plural) or ‘et aliae’ (feminine plural) or ‘et alia’ (neuter plural) when referring to a number of people),abbreviation,abbreviation,gloss: abbreviation/acronym cue
oewn-mnemonic__1.04.00..,mnemonic,n,a device (such as a rhyme or acronym) used to aid recall,abbreviation,abbreviation,gloss: abbreviation/acronym cue
oewn-et_alii__4.02.00..,et alii,r,and others (‘et al.’ is used as an abbreviation of ‘et alii’ (masculine plural) or ‘et aliae’ (feminine plural) or ‘et alia’ (neuter plural) when referring to a number of people),abbreviation,abbreviation,gloss: abbreviation/acronym cue
oewn-et_al__4.02.00..,et al,r,and others (‘et al.’ is used as an abbreviation of ‘et alii’ (masculine plural) or ‘et aliae’ (feminine plural) or ‘et alia’ (neuter plural) when referring to a number of people),abbreviation,abbreviation,gloss: abbreviation/acronym cue
oewn-choc-ice__1.13.00..,choc-ice,n,colloquial British abbreviation for chocolate ice cream,abbreviation,abbreviation,gloss: abbreviation/acronym cue
oewn-hectare__1.23.00..,hectare,n,"(abbreviated ‘ha’) a unit of surface area equal to 100 ares (or 10,000 square meters)",abbreviation,abbreviation,gloss: abbreviation/acronym cue
oewn-siglum__1.10.01..,siglum,n,"a sign, abbreviation, letter, or character standing for words in ancient manuscripts or on coins or medals.",abbreviation,abbreviation,gloss: abbreviation/acronym cue
oewn-scuba__1.06.00..,scuba,n,a device (trade name Aqua-Lung) that lets divers breathe under water; scuba is an acronym for self-contained underwater breathing apparatus,abbreviation,abbreviation,gloss: abbreviation/acronym cue
oewn-nota_bene__1.10.00..,nota bene,n,a Latin phrase (or its abbreviation) used to indicate that special attention should be paid to something,abbreviation,abbreviation,gloss: abbreviation/acronym cue
oewn-appro__1.26.00..,appro,n,an informal British abbreviation of approval,abbreviation,abbreviation,gloss: abbreviation/acronym cue
oewn-aqua-lung__1.06.00..,Aqua-Lung,n,a device (trade name Aqua-Lung) that lets divers breathe under water; scuba is an acronym for self-contained underwater breathing apparatus,abbreviation,abbreviation,gloss: abbreviation/acronym cue
oewn-divvy__1.21.00..,divvy,n,short for dividend; especially one paid by a cooperative society,abbreviation,abbreviation,gloss: abbreviation/acronym cue
oewn-et_al.__4.02.00..,et al.,r,and others (‘et al.’ is used as an abbreviation of ‘et alii’ (masculine plural) or ‘et aliae’ (feminine plural) or ‘et alia’ (neuter plural) when referring to a number of people),abbreviation,abbreviation,gloss: abbreviation/acronym cue
oewn-hazmat__1.27.01..,HAZMAT,n,an abbreviation for ‘hazardous material’ used on warning signs,abbreviation,abbreviation,gloss: abbreviation/acronym cue
oewn-republican_party__1.14.00..,Republican Party,n,the younger of two major political parties in the United States; GOP is an acronym for grand old party,abbreviation,abbreviation,gloss: abbreviation/acronym cue
oewn-varsity__1.14.00..,varsity,n,a British abbreviation of ‘university’; usually refers to Oxford University or Cambridge University,abbreviation,abbreviation,gloss: abbreviation/acronym cue
oewn-stenography__1.10.00..,stenography,n,a method of writing rapidly using an abbreviated symbolic system,abbreviation,abbreviation,gloss: abbreviation/acronym cue
oewn-dollar_sign__1.10.00..,dollar sign,n,a mark ($) written before a number to indicate that it stands for the number of dollars,abbreviation,abbreviation,gloss: abbreviation/acronym cue
oewn-laser__1.06.00..,laser,n,an acronym for light amplification by stimulated emission of radiation; an optical device that produces an intense monochromatic beam of coherent light,abbreviation,abbreviation,gloss: abbreviation/acronym cue
oewn-gent__1.18.00..,gent,n,informal abbreviation of ‘gentleman’,abbreviation,abbreviation,gloss: abbreviation/acronym cue
oewn-shorthand__5.00.00.written.00,shorthand,a,written in abbreviated or symbolic form,abbreviation,abbreviation,gloss: abbreviation/acronym cue
oewn-headlinese__1.10.00..,headlinese,n,using the abbreviated style of headline writers,abbreviation,abbreviation,gloss: abbreviation/acronym cue
oewn-wats_line__1.06.00..,WATS line,n,a telephone line; long distance service at fixed rates for fixed zones; an acronym for wide area telephone service,abbreviation,abbreviation,gloss: abbreviation/acronym cue
oewn-rail__1.06.03..,rail,n,short for railway,abbreviation,abbreviation,gloss: abbreviation/acronym cue
oewn-tachygraphy__1.10.00..,tachygraphy,n,a method of writing rapidly using an abbreviated symbolic system,abbreviation,abbreviation,gloss: abbreviation/acronym cue
oewn-initialism__1.10.00..,initialism,n,an abbreviation formed from the initial letters of the several words in the name and pronounced separately,abbreviation,abbreviation,gloss: abbreviation/acronym cue
oewn-panto__1.04.00..,panto,n,an abbreviation of pantomime,abbreviation,abbreviation,gloss: abbreviation/acronym cue
oewn-snafu__1.04.00..,[redacted-offensive-lexicon],n,[gloss elided],abbreviation,abbreviation,gloss: abbreviation/acronym cue | OFFENSIVE-REDACTED
oewn-optical_maser__1.06.00..,optical maser,n,an acronym for light amplification by stimulated emission of radiation; an optical device that produces an intense monochromatic beam of coherent light,abbreviation,abbreviation,gloss: abbreviation/acronym cue
oewn-maser__1.06.00..,maser,n,an acronym for microwave amplification by stimulated emission of radiation; an amplifier that works on the same principle as a laser and emits coherent microwave radiation,abbreviation,abbreviation,gloss: abbreviation/acronym cue
oewn-sulphur__1.27.00..,sulphur,n,an abundant tasteless odorless multivalent nonmetallic element; best known in yellow crystals; occurs in many sulphide and sulphate minerals and even in native form (especially in volcanic regions),chemical,chemical,gloss: chemical substance/element cue
oewn-haloform__1.27.00..,haloform,n,"compounds with the formula CHX3, where X is a halogen atom",chemical,chemical,gloss: chemical substance/element cue
oewn-xylene__1.27.00..,xylene,n,a colorless flammable volatile liquid hydrocarbon used as a solvent,chemical,chemical,gloss: chemical substance/element cue
