node_id,lemma,pos,surface_word,gloss,component,is_seed,seed_method,candidate_seed_id,layer,degree_score,outdegree,indegree,frequency,age_of_acquisition,concreteness,source_label
vulcanized::a,vulcanized,a,vulcanized,(used of rubber) treated by a chemical or physical process to improve...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,23,18,9,9,2.2460766515837847,14.27,,vulcanized [a] :: (used of rubber) treated by a chemical or physical process to improve...
stiffening::n,stiffening,n,stiffening,the act of becoming stiff,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,23,6,3,3,2.2460766515837847,,3.0,stiffening [n] :: the act of becoming stiff
cellulose::n,cellulose,n,cellulose,a polysaccharide that is the chief constituent of all plant tissues a...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,23,20,16,4,2.136932182158717,13.22,4.33,cellulose [n] :: a polysaccharide that is the chief constituent of all plant tissues a...
cordage::n,cordage,n,cordage,the amount of wood in an area as measured in cords,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,23,29,24,5,2.0699853925281033,14.62,,cordage [n] :: the amount of wood in an area as measured in cords
moisten::v,moisten,v,moisten,make moist,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,23,3,1,2,1.9908041464804787,9.28,3.48,moisten [v] :: make moist
savoury::n,savoury,n,savoury,either of two aromatic herbs of the mint family,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,23,5,3,2,1.9908041464804787,,,savoury [n] :: either of two aromatic herbs of the mint family
gemstone::n,gemstone,n,gemstone,a crystalline rock that can be cut and polished for jewelry,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,23,40,34,6,1.8938941334724222,7.94,4.67,gemstone [n] :: a crystalline rock that can be cut and polished for jewelry
gracefulness::n,gracefulness,n,gracefulness,beautiful carriage,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,23,8,6,2,1.5928641378084412,8.33,1.86,gracefulness [n] :: beautiful carriage
declaim::v,declaim,v,declaim,recite in elocution,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,23,4,2,2,1.5928641378084412,12.2,2.28,declaim [v] :: recite in elocution
habsburg::n,habsburg,n,habsburg,a royal German family that provided rulers for several European state...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,23,11,6,5,1.5928641378084412,,,habsburg [n] :: a royal German family that provided rulers for several European state...
betel::n,betel,n,betel,a leaf of a vine from the betel pepper,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,23,6,3,3,1.5928641378084412,,,betel [n] :: a leaf of a vine from the betel pepper
tennis_player::n,tennis_player,n,tennis player,an athlete who plays tennis,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,23,49,47,2,,,4.69,tennis_player [n] :: an athlete who plays tennis
short_lived::a,short_lived,a,short lived,lasting a very short time,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,23,28,25,3,,,,short_lived [a] :: lasting a very short time
midwestern_united_states::n,midwestern_united_states,n,midwestern united states,the north central region of the United States (sometimes called the h...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,23,25,20,5,,,,midwestern_united_states [n] :: the north central region of the United States (sometimes called the h...
short_tailed::a,short_tailed,a,short tailed,having a short tail,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,23,23,22,1,,,,short_tailed [a] :: having a short tail
short_haired::a,short_haired,a,short haired,with short hair,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,23,20,18,2,,,,short_haired [a] :: with short hair
short_stemmed::a,short_stemmed,a,short stemmed,having a short stem,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,23,19,18,1,,,,short_stemmed [a] :: having a short stem
polyhedron::n,polyhedron,n,polyhedron,a solid figure bounded by plane polygons or faces,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,23,16,13,3,,,,polyhedron [n] :: a solid figure bounded by plane polygons or faces
country_music::n,country_music,n,country music,a simple style of folk music heard mostly in the southern United Stat...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,23,14,7,7,,,3.86,country_music [n] :: a simple style of folk music heard mostly in the southern United Stat...
gravitational_field::n,gravitational_field,n,gravitational field,a field of force surrounding a body of finite mass,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,23,14,8,6,,,,gravitational_field [n] :: a field of force surrounding a body of finite mass
reptilia::n,reptilia,n,reptilia,class of cold-blooded air-breathing vertebrates with completely ossif...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,23,14,3,11,,,,reptilia [n] :: class of cold-blooded air-breathing vertebrates with completely ossif...
adhesive_tape::n,adhesive_tape,n,adhesive tape,tape coated with adhesive,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,23,13,10,3,,,,adhesive_tape [n] :: tape coated with adhesive
function_word::n,function_word,n,function word,a word that is uninflected and serves a grammatical function but has...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,23,12,5,7,,,,function_word [n] :: a word that is uninflected and serves a grammatical function but has...
royal_house::n,royal_house,n,royal house,royal persons collectively,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,23,11,9,2,,,,royal_house [n] :: royal persons collectively
running_pine::n,running_pine,n,running pine,"a variety of club moss, also known as wolf's-foot clubmoss, stag's-ho...",satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,23,11,3,8,,,,"running_pine [n] :: a variety of club moss, also known as wolf's-foot clubmoss, stag's-ho..."
cascara_sagrada::n,cascara_sagrada,n,cascara sagrada,dried bark of the cascara buckthorn used as a laxative,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,23,10,6,4,,,,cascara_sagrada [n] :: dried bark of the cascara buckthorn used as a laxative
delaware_river::n,delaware_river,n,delaware river,a river that rises in the Catskills in southeastern New York and flow...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,23,10,2,8,,,,delaware_river [n] :: a river that rises in the Catskills in southeastern New York and flow...
tennis_ball::n,tennis_ball,n,tennis ball,ball about the size of a fist used in playing tennis,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,23,10,5,5,,,5.0,tennis_ball [n] :: ball about the size of a fist used in playing tennis
first_name::n,first_name,n,first name,the name that precedes the surname,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,23,9,7,2,,,3.14,first_name [n] :: the name that precedes the surname
golf_shot::n,golf_shot,n,golf shot,the act of swinging a golf club at a golf ball and (usually) hitting it,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,23,9,4,5,,,,golf_shot [n] :: the act of swinging a golf club at a golf ball and (usually) hitting it
groundnut::n,groundnut,n,groundnut,a North American vine with fragrant blossoms and edible tubers; impor...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,23,9,3,6,,,,groundnut [n] :: a North American vine with fragrant blossoms and edible tubers; impor...
straw_colored::a,straw_colored,a,straw colored,having the color of dry straw,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,23,9,6,3,,,,straw_colored [a] :: having the color of dry straw
grapelike::a,grapelike,a,grapelike,resembling the fruit of a grape vine,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,23,8,7,1,,,3.21,grapelike [a] :: resembling the fruit of a grape vine
automatic_gun::n,automatic_gun,n,automatic gun,a firearm that reloads itself and keeps firing until the trigger is r...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,23,7,4,3,,,,automatic_gun [n] :: a firearm that reloads itself and keeps firing until the trigger is r...
guilt_feelings::n,guilt_feelings,n,guilt feelings,remorse caused by feeling responsible for some offense,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,23,7,3,4,,,,guilt_feelings [n] :: remorse caused by feeling responsible for some offense
hutu::n,hutu,n,hutu,a member of a Bantu people living in Rwanda and Burundi,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,23,7,5,2,,,,hutu [n] :: a member of a Bantu people living in Rwanda and Burundi
baptistic::a,baptistic,a,baptistic,of or pertaining to or characteristic of the Baptist church,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,23,6,4,2,,,,baptistic [a] :: of or pertaining to or characteristic of the Baptist church
highflying::a,highflying,a,highflying,moving upward or along at a considerable height,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,23,6,1,5,,,2.86,highflying [a] :: moving upward or along at a considerable height
silver_colored::a,silver_colored,a,silver colored,having the color of polished silver,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,23,6,3,3,,,,silver_colored [a] :: having the color of polished silver
tennis_match::n,tennis_match,n,tennis match,a match between tennis players,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,23,3,1,2,,,4.43,tennis_match [n] :: a match between tennis players
check::n,check,n,check,a written order directing a bank to pay money,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,47,42,5,5.4450085215159945,5.53,4.11,check [n] :: a written order directing a bank to pay money
dog::n,dog,n,dog,a member of the genus Canis (probably descended from the common wolf)...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,102,92,10,5.28465266221114,2.8,4.85,dog [n] :: a member of the genus Canis (probably descended from the common wolf)...
lose::v,lose,v,lose,"fail to keep or to maintain; cease to have, either physically or in a...",satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,101,94,7,5.215233608303176,5.78,2.25,"lose [v] :: fail to keep or to maintain; cease to have, either physically or in a..."
king::n,king,n,king,United States woman tennis player (born in 1943),satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,371,368,3,5.110917217888163,5.42,4.1,king [n] :: United States woman tennis player (born in 1943)
dress::n,dress,n,dress,a one-piece garment for a woman; has skirt and bodice,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,70,65,5,4.939998920718461,4.05,4.93,dress [n] :: a one-piece garment for a woman; has skirt and bodice
suit::n,suit,n,suit,a set of garments (usually including a jacket and trousers or skirt)...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,47,40,7,4.835902186494735,6.67,4.97,suit [n] :: a set of garments (usually including a jacket and trousers or skirt)...
knock::n,knock,n,knock,the sound of knocking (as on a door or in an engine or bearing),satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,10,5,5,4.810348082022347,4.63,4.24,knock [n] :: the sound of knocking (as on a door or in an engine or bearing)
n::n,n,n,n,a common nonmetallic element that is normally a colorless odorless ta...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,40,25,15,4.740694987751901,,,n [n] :: a common nonmetallic element that is normally a colorless odorless ta...
pregnant::a,pregnant,a,pregnant,carrying developing offspring within the body or being about to produ...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,37,31,6,4.715735060672877,6.76,4.59,pregnant [a] :: carrying developing offspring within the body or being about to produ...
fill::v,fill,v,fill,"make full, also in a metaphorical sense",satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,48,44,4,4.642469750403414,5.06,3.32,"fill [v] :: make full, also in a metaphorical sense"
shame::n,shame,n,shame,a painful emotion resulting from an awareness of inadequacy or guilt,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,15,10,5,4.618374810661022,6.55,2.24,shame [n] :: a painful emotion resulting from an awareness of inadequacy or guilt
built::a,built,a,built,(used of soaps or cleaning agents) having a substance (an abrasive or...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,260,255,5,4.614053436878379,,3.5,built [a] :: (used of soaps or cleaning agents) having a substance (an abrasive or...
junior::n,junior,n,junior,a son who has the same first name as his father,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,8,5,3,4.55333491534274,7.11,3.5,junior [n] :: a son who has the same first name as his father
spare::n,spare,n,spare,an extra component of a machine or other apparatus,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,10,6,4,4.4888388701675055,8.35,3.48,spare [n] :: an extra component of a machine or other apparatus
schedule::n,schedule,n,schedule,a temporally organized plan for matters to be attended to,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,17,13,4,4.473391916007246,7.47,3.48,schedule [n] :: a temporally organized plan for matters to be attended to
breathing::a,breathing,a,breathing,passing or able to pass air in and out of the lungs normally; sometim...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,23,17,6,4.443510372991508,,4.1,breathing [a] :: passing or able to pass air in and out of the lungs normally; sometim...
belt::n,belt,n,belt,endless loop of flexible material between two rotating shafts or pulleys,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,48,44,4,4.386305270786105,4.62,4.9,belt [n] :: endless loop of flexible material between two rotating shafts or pulleys
alert::v,alert,v,alert,warn or arouse to a sense of danger or call to a state of preparedness,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,9,3,6,4.31384988196218,8.9,2.59,alert [v] :: warn or arouse to a sense of danger or call to a state of preparedness
wings::n,wings,n,wings,a means of flight or ascent,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,259,256,3,4.29356785495346,,,wings [n] :: a means of flight or ascent
wade::n,wade,n,wade,English tennis player who won many women's singles titles (born in 1945),satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,10,4,6,4.2166301379423725,8.5556,3.47,wade [n] :: English tennis player who won many women's singles titles (born in 1945)
personnel::n,personnel,n,personnel,group of people willing to obey orders,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,46,43,3,4.214040419583476,11.26,3.56,personnel [n] :: group of people willing to obey orders
rubber::n,rubber,n,rubber,an elastic material obtained from the latex sap of trees (especially...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,107,99,8,4.1461401839455405,7.62,4.86,rubber [n] :: an elastic material obtained from the latex sap of trees (especially...
stations::n,stations,n,stations,(Roman Catholic Church) a devotion consisting of fourteen prayers sai...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,20,9,11,4.102066660139544,,,stations [n] :: (Roman Catholic Church) a devotion consisting of fourteen prayers sai...
philadelphia::n,philadelphia,n,philadelphia,the largest city in Pennsylvania; located in the southeastern part of...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,12,4,8,4.0242279019674285,,,philadelphia [n] :: the largest city in Pennsylvania; located in the southeastern part of...
gallery::n,gallery,n,gallery,spectators at a golf or tennis match,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,8,6,2,3.9303233990990973,8.68,4.44,gallery [n] :: spectators at a golf or tennis match
instrument::v,instrument,v,instrument,"equip with instruments for measuring, recording, or controlling",satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,12,8,4,3.908834483265359,6.94,4.27,"instrument [v] :: equip with instruments for measuring, recording, or controlling"
observation::n,observation,n,observation,the act of making and recording a measurement,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,61,57,4,3.8727591178200793,9.32,2.12,observation [n] :: the act of making and recording a measurement
agenda::n,agenda,n,agenda,a temporally organized plan for matters to be attended to,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,7,3,4,3.86470574434494,9.95,2.66,agenda [n] :: a temporally organized plan for matters to be attended to
cord::v,cord,v,cord,stack in cords,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,4,2,2,3.8469285907227793,6.0,4.63,cord [v] :: stack in cords
stir::n,stir,n,stir,a prominent or sensational but short-lived news event,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,10,6,4,3.7718410851016104,5.58,3.76,stir [n] :: a prominent or sensational but short-lived news event
frost::n,frost,n,frost,United States poet famous for his lyrical poems on country life in Ne...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,10,5,5,3.682769249247839,5.209302000000001,4.56,frost [n] :: United States poet famous for his lyrical poems on country life in Ne...
tapped::a,tapped,a,tapped,in a condition for letting out liquid drawn out as by piercing or dra...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,13,7,6,3.651669624484348,,,tapped [a] :: in a condition for letting out liquid drawn out as by piercing or dra...
discharged::a,discharged,a,discharged,having lost your job,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,28,27,1,3.647859999337583,,,discharged [a] :: having lost your job
lure::v,lure,v,lure,provoke someone to do something through (often false or exaggerated)...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,6,2,4,3.6302906357490645,9.0,3.59,lure [v] :: provoke someone to do something through (often false or exaggerated)...
destroyer::n,destroyer,n,destroyer,a small fast lightly armored but heavily armed warship,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,19,13,6,3.5613470863623764,7.74,3.59,destroyer [n] :: a small fast lightly armored but heavily armed warship
arson::n,arson,n,arson,malicious burning to destroy property,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,10,6,4,3.479354862980923,11.2,3.66,arson [n] :: malicious burning to destroy property
extract::v,extract,v,extract,"remove, usually with some force or effort; also used in an abstract s...",satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,16,10,6,3.470811089437629,11.05,3.56,"extract [v] :: remove, usually with some force or effort; also used in an abstract s..."
soaking::n,soaking,n,soaking,the process of becoming softened and saturated as a consequence of be...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,12,6,6,3.44105325479984,,3.92,soaking [n] :: the process of becoming softened and saturated as a consequence of be...
hoop::n,hoop,n,hoop,a light curved skeleton to spread out a skirt,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,16,12,4,3.4317132285456964,6.11,4.74,hoop [n] :: a light curved skeleton to spread out a skirt
extinct::a,extinct,a,extinct,no longer in existence; lost or especially having died out leaving no...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,354,347,7,3.4024238524437087,7.67,2.53,extinct [a] :: no longer in existence; lost or especially having died out leaving no...
imminent::a,imminent,a,imminent,close in time; about to occur,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,22,19,3,3.385255827306695,13.37,1.89,imminent [a] :: close in time; about to occur
lobe::n,lobe,n,lobe,(anatomy) a somewhat rounded subdivision of a bodily organ or part,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,28,22,6,3.2741053751840283,10.17,4.44,lobe [n] :: (anatomy) a somewhat rounded subdivision of a bodily organ or part
compact::n,compact,n,compact,a small cosmetics case with a mirror; to be carried in a woman's purse,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,85,81,4,3.2313533947630786,10.79,3.04,compact [n] :: a small cosmetics case with a mirror; to be carried in a woman's purse
helium::n,helium,n,helium,a very light colorless element that is one of the six inert gasses; t...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,29,17,12,3.161065861875436,9.86,3.96,helium [n] :: a very light colorless element that is one of the six inert gasses; t...
dazzling::a,dazzling,a,dazzling,amazingly impressive; suggestive of the flashing of lightning,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,9,4,5,3.1179089448452864,9.19,2.1,dazzling [a] :: amazingly impressive; suggestive of the flashing of lightning
elegance::n,elegance,n,elegance,a refined quality of gracefulness and good taste,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,44,39,5,3.1113780776863287,9.61,2.18,elegance [n] :: a refined quality of gracefulness and good taste
gullible::a,gullible,a,gullible,naive and easily deceived or tricked,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,11,9,2,3.1047474987873156,10.83,1.78,gullible [a] :: naive and easily deceived or tricked
incriminating::a,incriminating,a,incriminating,charging or suggestive of guilt or blame,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,7,4,3,3.098014116128347,11.68,2.1,incriminating [a] :: charging or suggestive of guilt or blame
nitrogen::n,nitrogen,n,nitrogen,a common nonmetallic element that is normally a colorless odorless ta...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,68,53,15,3.084225831642714,10.72,3.41,nitrogen [n] :: a common nonmetallic element that is normally a colorless odorless ta...
cosmopolitan::n,cosmopolitan,n,cosmopolitan,a sophisticated person who has travelled in many countries,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,173,170,3,3.0699853925281038,12.06,2.65,cosmopolitan [n] :: a sophisticated person who has travelled in many countries
momentary::a,momentary,a,momentary,lasting for a markedly brief time,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,16,13,3,3.0477089978169514,10.67,1.93,momentary [a] :: lasting for a markedly brief time
impending::a,impending,a,impending,close in time; about to occur,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,9,6,3,3.0400221691506606,12.47,1.48,impending [a] :: close in time; about to occur
circulating::a,circulating,a,circulating,passing from one to another,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,42,41,1,3.007837485779259,,,circulating [a] :: passing from one to another
slicing::n,slicing,n,slicing,a golf shot that curves to the right for a right-handed golfer,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,10,6,4,3.007837485779259,,3.56,slicing [n] :: a golf shot that curves to the right for a right-handed golfer
oppressive::a,oppressive,a,oppressive,weighing heavily on the senses or spirit,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,14,12,2,2.973075379520047,12.44,1.64,oppressive [a] :: weighing heavily on the senses or spirit
grievance::n,grievance,n,grievance,a resentment strong enough to justify retaliation,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,9,4,5,2.9639320000801774,11.79,2.19,grievance [n] :: a resentment strong enough to justify retaliation
grazed::a,grazed,a,grazed,scraped or touched lightly in passing,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,4,1,3,2.9639320000801774,,,grazed [a] :: scraped or touched lightly in passing
affiliated::a,affiliated,a,affiliated,being joined in close association,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,18,15,3,2.9046179988641954,,,affiliated [a] :: being joined in close association
sect::n,sect,n,sect,a subdivision of a larger religious group,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,64,60,4,2.87161773876127,13.39,3.52,sect [n] :: a subdivision of a larger religious group
altering::n,altering,n,altering,the sterilization of an animal,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,11,9,2,2.860035866211455,,,altering [n] :: the sterilization of an animal
inactive::a,inactive,a,inactive,(chemistry) not participating in a chemical reaction; chemically inert,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,48,43,5,2.8359021864947356,9.33,3.17,inactive [a] :: (chemistry) not participating in a chemical reaction; chemically inert
brightness::n,brightness,n,brightness,the location of a visual perception along a continuum from black to w...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,36,30,6,2.7831958359787325,7.24,3.43,brightness [n] :: the location of a visual perception along a continuum from black to w...
prevailing::a,prevailing,a,prevailing,most frequent or common,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,22,19,3,2.754232140043416,12.26,1.83,prevailing [a] :: most frequent or common
sheath::n,sheath,n,sheath,a protective covering (as for a knife or sword),satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,34,31,3,2.7068074901152777,10.93,4.48,sheath [n] :: a protective covering (as for a knife or sword)
pane::n,pane,n,pane,sheet glass cut in shapes for windows or doors,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,5,2,3,2.6897741508164974,9.78,3.86,pane [n] :: sheet glass cut in shapes for windows or doors
agility::n,agility,n,agility,the gracefulness of a person or animal that is quick and nimble,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,11,7,4,2.672045383856066,10.06,2.38,agility [n] :: the gracefulness of a person or animal that is quick and nimble
scattering::n,scattering,n,scattering,a small number (of something) dispersed haphazardly,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,14,10,4,2.547106647247766,,3.07,scattering [n] :: a small number (of something) dispersed haphazardly
urbana::n,urbana,n,urbana,a university town in east central Illinois adjoining Champaign,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,6,1,5,2.4679254012001413,,,urbana [n] :: a university town in east central Illinois adjoining Champaign
fibrous::a,fibrous,a,fibrous,having or resembling fibers especially fibers used in making cordage...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,81,78,3,2.437962177822698,12.47,3.19,fibrous [a] :: having or resembling fibers especially fibers used in making cordage...
peat::n,peat,n,peat,partially carbonized vegetable matter saturated with water; can be us...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,19,12,7,2.437962177822698,12.93,,peat [n] :: partially carbonized vegetable matter saturated with water; can be us...
maliciously::r,maliciously,r,maliciously,with malice; in a malicious manner,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,10,8,2,2.4057774944512964,,1.96,maliciously [r] :: with malice; in a malicious manner
shipboard::a,shipboard,a,shipboard,casual or ephemeral as if taking place on board a ship,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,10,7,3,2.3710153881920846,10.12,3.93,shipboard [a] :: casual or ephemeral as if taking place on board a ship
iconic::a,iconic,a,iconic,relating to or having the characteristics of an icon,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,3,2,1,2.333226827302685,12.22,2.55,iconic [a] :: relating to or having the characteristics of an icon
amplification::n,amplification,n,amplification,addition of extra material or illustration or clarifying detail,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,18,12,6,2.2460766515837847,11.4,2.93,amplification [n] :: addition of extra material or illustration or clarifying detail
predominant::a,predominant,a,predominant,most frequent or common,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,18,15,3,2.1949241291364032,14.56,2.33,predominant [a] :: most frequent or common
bladed::a,bladed,a,bladed,bearing or characterized by a blade or sword; often used in combination,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,7,3,4,2.136932182158717,9.41,3.71,bladed [a] :: bearing or characterized by a blade or sword; often used in combination
checkerboard::n,checkerboard,n,checkerboard,a board having 64 squares of two alternating colors,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,10,7,3,2.0699853925281033,6.74,4.96,checkerboard [n] :: a board having 64 squares of two alternating colors
infrequent::a,infrequent,a,infrequent,not frequent; not occurring regularly or at short intervals,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,9,6,3,2.0699853925281033,9.32,1.7,infrequent [a] :: not frequent; not occurring regularly or at short intervals
stiffener::n,stiffener,n,stiffener,material used for stiffening something,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,3,1,2,1.9908041464804787,10.89,,stiffener [n] :: material used for stiffening something
enticement::n,enticement,n,enticement,something that seduces or has the quality to seduce,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,4,2,2,1.9908041464804787,11.89,2.09,enticement [n] :: something that seduces or has the quality to seduce
elaboration::n,elaboration,n,elaboration,addition of extra material or illustration or clarifying detail,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,13,7,6,1.9908041464804787,13.63,2.11,elaboration [n] :: addition of extra material or illustration or clarifying detail
permeate::v,permeate,v,permeate,spread or diffuse through,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,4,2,2,1.9908041464804787,14.42,2.33,permeate [v] :: spread or diffuse through
dermatitis::n,dermatitis,n,dermatitis,inflammation of the skin; skin becomes itchy and may develop blisters,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,17,12,5,1.9908041464804787,14.93,3.92,dermatitis [n] :: inflammation of the skin; skin becomes itchy and may develop blisters
cerium::n,cerium,n,cerium,a ductile grey metallic element of the lanthanide series; used in lig...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,16,8,8,1.8938941334724222,15.57,,cerium [n] :: a ductile grey metallic element of the lanthanide series; used in lig...
laver::n,laver,n,laver,Australian tennis player who in 1962 was the second man to win the Au...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,24,12,2,10,1.8938941334724222,,,laver [n] :: Australian tennis player who in 1962 was the second man to win the Au...
